filename,class,label,x,y,angle,w,h
046.png,4,1,53.52,32.56,1.48,422.5,302.5
047.png,4,1,41.63,34.52,-0.6,416.5,481.5
048.png,4,1,118.81,30.73,0.18,403.0,199.0
049.png,4,1,94.89,31.02,-0.64,263.0,83.0
050.png,4,1,65.12,29.84,-0.98,387.0,419.5
051.png,4,1,84.1,28.64,0.17,368.5,122.5
052.png,4,1,43.88,27.84,-0.46,189.0,58.5
053.png,4,1,73.22,25.67,0.89,75.5,326.0
054.png,4,1,83.43,31.38,-0.16,233.5,444.0
055.png,4,1,81.53,29.83,-0.99,340.5,424.0
056.png,4,1,51.41,23.27,1.29,449.0,240.5
057.png,4,1,62.36,31.08,-1.03,387.5,405.5
058.png,4,1,103.24,27.84,1.21,454.5,323.5
059.png,4,1,118.54,35.5,-1.5,49.5,137.5
060.png,4,1,68.9,37.14,-1.0,91.5,98.0
061.png,4,1,62.41,29.59,0.37,460.5,78.5
062.png,4,1,45.96,31.91,-0.59,349.0,445.5
063.png,4,1,77.22,26.58,0.41,86.0,431.5
064.png,4,1,52.26,34.07,1.25,421.0,246.5
065.png,4,1,109.83,30.57,1.4,496.0,413.0
066.png,4,1,32.4,31.56,-1.21,39.5,247.5
067.png,4,1,69.43,32.14,-1.09,126.0,134.0
068.png,4,1,87.9,33.93,1.08,86.5,256.0
069.png,4,1,92.54,24.11,1.53,115.5,142.5
070.png,4,1,110.01,31.96,0.85,94.0,260.0
071.png,4,1,90.96,31.83,-0.09,177.0,466.0
072.png,4,1,66.08,29.12,-0.55,320.0,463.5
073.png,4,1,95.58,30.02,0.04,355.5,61.0
074.png,4,1,82.48,27.14,-1.05,165.0,116.0
075.png,4,1,132.65,33.24,1.39,24.5,169.5
076.png,4,1,96.24,30.34,-0.17,200.5,436.0
077.png,4,1,66.48,19.76,-1.43,394.0,372.5
078.png,4,1,43.23,23.24,-0.96,386.5,379.0
079.png,4,1,77.22,26.54,-0.88,198.0,107.5
080.png,4,1,93.67,30.35,-0.06,366.5,122.0
081.png,4,1,64.3,29.31,-1.47,115.0,183.0
082.png,4,1,60.89,29.86,-0.26,240.5,52.5
083.png,4,1,23.88,31.04,1.21,150.0,344.0
084.png,4,1,71.29,29.21,0.94,48.5,354.5
085.png,4,1,68.71,27.16,-0.42,298.5,481.0
086.png,4,1,61.3,24.28,0.7,466.5,252.5
087.png,4,1,91.25,36.01,-0.97,137.0,89.0
088.png,4,1,104.82,30.67,1.27,43.0,210.5
089.png,4,1,22.77,31.56,-0.98,61.0,250.5
090.png,4,1,98.94,32.1,0.32,401.5,154.5
091.png,4,1,61.76,30.04,1.14,488.0,253.0
092.png,4,1,55.37,34.65,1.12,491.5,228.5
093.png,4,1,101.17,27.56,-0.91,184.5,86.0
094.png,4,1,112.59,31.7,-0.22,156.0,470.5
095.png,4,1,73.7,32.98,0.78,430.5,229.0
096.png,4,1,66.34,31.78,-1.32,102.5,170.0
097.png,4,1,76.47,28.71,-0.73,152.0,60.5
098.png,4,1,38.64,22.86,1.17,91.0,319.5
099.png,4,1,54.76,43.32,-1.18,397.5,390.0
100.png,4,1,96.04,36.07,1.41,40.5,171.5
101.png,4,1,45.56,37.53,-1.31,461.0,320.5
102.png,4,1,59.46,37.7,-1.47,85.5,178.5
103.png,4,1,107.68,34.19,0.1,407.5,45.0
104.png,4,1,56.85,30.02,0.57,473.0,94.5
105.png,4,1,35.56,23.43,-0.23,301.5,449.0
106.png,4,1,46.16,35.42,0.65,417.0,151.5
107.png,4,1,48.91,31.56,-1.34,414.5,347.0
108.png,4,1,62.74,28.68,0.93,37.5,317.0
109.png,4,1,80.94,31.23,-0.45,286.0,459.0
110.png,4,1,76.38,30.52,-1.52,468.5,375.0
111.png,4,1,124.63,33.1,-0.5,322.5,78.0
112.png,4,1,66.98,34.65,-0.84,183.0,114.5
113.png,4,1,73.92,32.8,1.36,85.5,207.5
114.png,4,1,107.24,31.69,0.14,390.5,117.5
115.png,4,1,77.48,33.11,-0.72,124.5,53.0
116.png,4,1,77.37,33.86,-0.6,335.0,453.5
117.png,4,1,70.6,28.5,-1.08,120.5,126.5
118.png,4,1,97.98,28.19,1.33,460.5,312.0
119.png,4,1,77.81,24.4,0.76,457.5,170.0
120.png,4,1,103.09,23.93,1.4,430.5,353.5
121.png,4,1,49.39,32.72,-1.41,433.5,330.5
122.png,4,1,59.84,34.13,-0.12,324.0,111.0
123.png,4,1,101.74,27.02,-1.51,423.0,413.5
124.png,4,1,56.18,27.99,0.22,199.0,422.5
125.png,4,1,101.75,39.99,0.28,416.0,82.5
126.png,4,1,85.88,34.44,1.32,369.5,328.0
127.png,4,1,94.99,33.7,1.48,116.0,163.0
128.png,4,1,59.25,36.43,-0.74,389.5,452.0
129.png,4,1,74.58,32.4,1.1,34.0,280.0
130.png,4,1,79.39,26.72,-1.46,418.5,390.0
131.png,4,1,76.05,32.42,0.36,380.0,106.5
132.png,4,1,64.02,30.56,-0.24,245.0,406.0
133.png,4,1,133.51,29.26,1.24,55.0,182.0
134.png,4,1,129.92,31.22,-0.56,171.5,430.0
135.png,4,1,81.99,27.22,1.26,39.5,252.0
136.png,4,1,38.22,20.01,-1.1,75.5,160.5
137.png,4,1,82.91,23.1,-1.3,339.5,366.5
138.png,4,1,51.38,27.12,-1.34,401.5,331.0
139.png,4,1,68.57,28.13,0.97,456.5,235.5
140.png,4,1,113.96,31.36,0.41,103.0,414.0
141.png,4,1,80.98,26.42,0.86,60.0,306.5
142.png,4,1,58.29,33.71,-1.49,112.5,187.0
143.png,4,1,80.0,23.36,0.04,149.5,449.0
144.png,4,1,59.77,31.12,1.47,105.0,243.0
145.png,4,1,96.9,33.57,0.99,461.0,267.5
146.png,4,1,45.24,30.15,0.14,278.5,101.0
147.png,4,1,60.33,33.23,-1.46,383.5,337.0
148.png,4,1,106.34,26.87,1.4,91.0,154.5
149.png,4,1,66.06,26.84,-0.67,317.5,470.5
