filename,class,label,x,y,angle,w,h
114.png,5,1,56.84,32.48,-1.18,373.42,59.65
115.png,5,1,56.13,32.08,1.13,461.47,66.95
116.png,5,1,69.75,39.86,-0.17,130.7,194.19
117.png,5,1,59.33,33.9,0.32,303.0,366.39
118.png,5,1,53.05,30.32,2.85,284.6,187.86
119.png,5,1,53.64,30.65,1.35,422.39,41.82
120.png,5,1,49.93,28.53,1.52,401.95,124.05
121.png,5,1,47.78,27.3,-1.19,80.18,326.84
122.png,5,1,46.58,26.62,0.57,235.01,31.69
123.png,5,1,71.05,40.6,1.53,320.97,123.83
124.png,5,1,62.72,35.84,-1.61,9.79,170.82
125.png,5,1,63.26,36.15,-1.49,173.72,474.04
126.png,5,1,45.85,26.2,0.98,416.37,390.95
127.png,5,1,59.67,34.09,1.8,360.18,361.33
128.png,5,1,40.57,23.18,2.37,301.29,161.28
129.png,5,1,60.89,34.79,-1.74,277.85,459.43
130.png,5,1,65.37,37.36,-2.97,294.43,73.86
131.png,5,1,46.82,26.75,1.95,291.5,44.21
132.png,5,1,49.41,28.23,-2.79,296.74,160.57
133.png,5,1,69.83,39.91,-1.71,41.15,292.15
134.png,5,1,66.03,37.73,-1.41,390.08,180.39
135.png,5,1,36.37,20.78,-3.1,400.43,37.87
136.png,5,1,46.82,26.75,-0.61,464.99,368.88
137.png,5,1,40.64,23.23,-0.98,149.55,333.75
138.png,5,1,60.25,34.43,-2.39,413.18,400.04
139.png,5,1,66.98,38.28,1.28,220.53,38.25
140.png,5,1,67.08,38.33,1.38,302.86,483.6
141.png,5,1,45.14,25.79,0.16,17.91,215.07
142.png,5,1,50.68,28.96,-1.52,419.14,462.96
143.png,5,1,52.74,30.14,-0.56,327.59,213.09
144.png,5,1,55.05,31.46,-2.25,261.23,292.0
145.png,5,1,45.07,25.75,2.89,367.62,204.1
146.png,5,1,37.8,21.6,-2.82,97.74,489.81
147.png,5,1,43.44,24.82,1.63,202.93,406.76
148.png,5,1,47.16,26.95,-2.02,202.17,153.48
149.png,5,1,38.74,22.14,-0.18,16.82,505.83
